id,datetime,source_collected_id,project,sector,state,announced,promised_capital_usd,promised_jobs,promised_first_output,actual_first_output,current_status,lag_years,slip_years,verification_tier,notes,promise_source,status_source,flag,promised_date_source,announced_dt,promised_first_output_dt,actual_first_output_dt,announced_raw,promised_first_output_raw,actual_first_output_raw,actual_date_source,country,criteria_id
11,2026-09-10T03:46:55Z,11,Intel Ohio One (Silicon Heartland) New Albany,Semiconductors,OH,2022-01,20000000000,3000,2025,pending,"DELAYED; under construction, first fab now targeted 2030-2031",-1.0,-1.0,P,"Initial investment of more than $20B for two leading-edge fabs on a ~1,000-acre Licking County mega-site that can accommodate up to eight fabs. Originally targeted 2025 production; as of WOSU Aug 26 2026, construction is slower but steady, no manufacturing equipment ordered yet, first fab now expected by 2031.",https://www.intc.com/news-events/press-releases/detail/1521/intel-announces-next-us-site-with-landmark-investment-in,https://www.wosu.org/2026-08-26/slow-progress-continues-at-intels-new-albany-semiconductor-fab-still-set-to-open-by-2031,,,2022-01-15,2025-07-01,,"Jan 21, 2022 • 5:00 AM EST","Production is expected to come online in 2025, when the fab will deliver chips using the industry's most advanced transistor technologies.",The facility has not yet produced any chips; Intel is 'still on track to complete the first of two semiconductor fabricating plants by 2031.',,US,1B-or-2000-jobs
12,2026-09-10T03:48:42Z,12,Nucor Steel Brandenburg,Steel,KY,2019-03,1350000000,400,2022,2022-12-30,"IN COMMERCIAL PRODUCTION; grand opening Oct 2023, employs 440",3.8,0.5,P,"Scrap-fed EAF steel plate mill in Buttermilk Falls Industrial Park, Meade County; 1.2M tons/yr plate capacity, 1.5M sq ft. Initial announced capital $1.35B; cited at $1.7B by the Oct 2023 grand opening (cost escalation / re-announcement, not summed per rule 4).",https://ced.ky.gov/Newsroom/NewsPage/03272019_Nucor_Corp,https://www.lanereport.com/168380/2023/10/1-7-billion-nucor-steel-plate-mill-in-brandenburg-has-grand-opening/,promise_source 302-redirects to newkentuckyhome.ky.gov (read there). status_source 403s to WebFetch; read via curl browser UA (step 2). Neither cited source dates first output though both show it is producing; first-plate date taken from Nucor/PRNewswire release cited in actual_date_source.,,2019-03-15,2022-07-01,2022-12-30,"Announcement Date: March 27, 2019",Nucor executives anticipate construction will begin by year-end with the facility opening by 2022.,"the company's new state-of-the-art steel plate mill in Brandenburg, Kentucky, rolled its first steel plate on Friday, December 30, 2022.",https://www.prnewswire.com/news-releases/new-nucor-steel-brandenburg-plate-mill-rolls-first-plate-301712362.html,US,1B-or-2000-jobs
13,2026-09-10T03:49:29Z,13,Scout Motors Blythewood Assembly Plant,Auto Assembly,SC,2023-03,2000000000,4000,2026 (end),pending,UNDER CONSTRUCTION; not yet producing (body/paint/assembly shops being outfitted per July 2026 update),-1.0,-1.0,P,"$2B investment with potential for 4,000+ permanent jobs and up to 200,000 vehicles/yr at full capacity, in Blythewood, Richland County, SC. As of the July 2026 production-center update the plant is still under construction (body shop AC units installed, paint shop near completion, assembly conveyors being installed); the update does not state a revised customer-production date.",https://governor.sc.gov/news/2023-03/scout-motors-selects-south-carolina-production-site-plans-create-4000-jobs,https://blog.scoutmotors.com/july-2026-scout-motors-production-center-update/,,,2023-03-15,2026-07-01,,"March 3, 2023",Vehicle production is targeted to begin by the end of 2026.,We continue to make progress in the construction phase while advancing production readiness for the assembly of the new Scout vehicles,,US,1B-or-2000-jobs
14,2026-09-10T03:51:59Z,14,"Toyota Battery Manufacturing, North Carolina (TBMNC)",Battery,NC,2021-12,1290000000,1750,2025-04,pending,"READY; first batteries slated to begin shipping April 2025, not yet confirmed producing per sources",-1.0,-1.0,P,"Initial Dec 6, 2021 announcement: $1.29B and 1,750 jobs (anchor figures used). Later 2023 expansion re-announced the project to nearly $14B total investment and ~5,000 workers (14 battery production lines) per the status source; these are re-announcements and are not summed into promised_capital_usd/promised_jobs. Plant located at the Greensboro-Randolph Megasite in Liberty, Randolph County, NC.",https://governor.nc.gov/news/press-releases/2021/12/06/governor-cooper-announces-toyota-will-build-companys-first-north-american-battery-plant-north,https://www.utilitydive.com/news/toyota-begins-production-expanded-north-carolina-plant/739777/,"promise_source 403s to WebFetch and to browser-UA curl; read via https://web.archive.org/web/2022/https://governor.nc.gov/news/press-releases/2021/12/06/governor-cooper-announces-toyota-will-build-companys-first-north-american-battery-plant-north . 2021 promise source gives no first-output target; promised_first_output token 2025-04 taken from the status source's 'will begin shipping in April' statement. status_source (Feb 10, 2025) is forward-looking and does not confirm production has begun, so actual_first_output left pending.",,2021-12-15,2025-04-15,,"Monday, December 6, 2021 ... Toyota will build its first North American battery manufacturing plant for a new generation of vehicles in North Carolina, creating at least 1,750 jobs, Governor Roy Cooper announced today.","The first batteries made at Toyota Motor Corp.'s newly expanded North Carolina plant will begin shipping in April, the automaker announced Wednesday.","The first batteries made at Toyota Motor Corp.'s newly expanded North Carolina plant will begin shipping in April, the automaker announced Wednesday.",,US,1B-or-2000-jobs
15,2026-09-10T03:58:06Z,15,"Eli Lilly LEAP Lebanon manufacturing sites (API & Advanced Therapies), Boone County IN",Pharmaceuticals,IN,2022-05,2100000000,500,unconfirmed,pending,"UNDER CONSTRUCTION; first facility (Lilly Lebanon Advanced Therapies genetic-medicine plant) first phase opened May 6, 2026; Lebanon API site slated to open 2027; not yet producing",-1.0,-1.0,P,"Original 2022-05 announcement was $2.1B for two new sites (API + new therapeutic modalities/genetic medicines) with up to 500 direct Lilly roles (plus ~4 indirect per role and ~1,500 construction jobs, excluded). Per re-announcement rule, anchor kept at original $2.1B; later LEAP additions are separate/re-announcements (e.g. a further $4.5B announced May 6, 2026, bringing Lilly's total Indiana investment since 2020 to ~$21B per the status source).",https://investor.lilly.com/news-releases/news-release-details/lilly-plans-invest-21-billion-new-manufacturing-sites-indiana,https://nwitimes.com/news/state-regional/article_0acda37e-7b60-5cc8-94c9-08f7bdef4750.html,"promise_source: WebFetch timed out and direct curl returned HTTP 403; read via https://web.archive.org/web/20221210044508id_/https://investor.lilly.com/news-releases/news-release-details/lilly-plans-invest-21-billion-new-manufacturing-sites-indiana . status_source: WebFetch redirected to a TollBit paywall; read via direct curl of the original URL, whose article body was ROT47-encoded (Lee Enterprises). promised_first_output=unconfirmed because the 2022 promise source states no production-start date. actual_first_output=pending: status source shows the Advanced Therapies facility first phase 'opened' May 6, 2026 (opening, not production) and 'Lilly plans to produce Foundayo' there (future), with the API site opening 2027 - no source dates first output. Jobs (500) are below the 2,000 floor but capital ($2.1B) clears the $1B floor.",,2022-05-15,,,"INDIANAPOLIS , May 25, 2022 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY) plans to expand its manufacturing footprint in Indiana by investing $2.1 billion in two new manufacturing sites at Indiana's LEAP Lebanon Innovation and Research District in Boone County",unconfirmed,pending,,US,1B-or-2000-jobs
16,2026-09-10T03:59:08Z,16,Samsung Taylor Fab,Semiconductors,TX,2021-11,17000000000,2000,2024 (second half),pending,"DELAYED; not yet operational, mass production slipped to 2027",-1.0,-1.0,P,"Advanced logic semiconductor fab for mobile, 5G, HPC and AI. Production target has slipped repeatedly: H2 2024 -> 2025 -> late 2026 -> 2027 (per TrendForce, June 2, 2026).",https://news.samsung.com/global/samsung-electronics-announces-new-advanced-semiconductor-fab-site-in-taylor-texas,https://www.trendforce.com/news/2026/06/02/news-samsung-accelerates-u-s-expansion-as-taylor-fab-targets-2027-start-hq-reportedly-moves-to-texas-in-2026/,,https://gov.texas.gov/news/post/governor-abbott-announces-new-17-billion-samsung-manufacturing-facility-in-taylor,2021-11-15,2024-10-01,,"Governor Abbott Announces New $17 Billion Samsung Manufacturing Facility In Taylor (Nov 23, 2021)",Construction will begin in early 2022 with a target of production start in the second half of 2024.,"The Taylor, Texas fab will begin production in 2027, with further details on its advanced process roadmap to be unveiled at the Korea SAFE Forum on July 1.",,US,1B-or-2000-jobs
17,2026-09-10T04:00:44Z,17,"Hyundai Metaplant America (Ellabell, Georgia)",Auto Assembly,GA,2022-05,5540000000,8100,2025 (first half),2024-10-03,"PRODUCING (Ioniq 5, Ioniq 9, Kia Sportage hybrid); ramping toward ~500,000-unit annual plan",2.4,-0.5,P,"First vehicle rolled off the line ahead of the promised first-half-2025 target. Initial announcement was ~$5.54B and an original 300,000-unit annual capacity; non-affiliated supplier investment of ~$1B is separate and not included in promised_capital_usd. As of Aug 2026 (CNBC), Hyundai is weighing expanding planned capacity from 500,000 to 700,000-800,000 units by 2028.",https://georgia.org/press-release/hyundai-motor-group-invest-554-billion-georgia-first-fully-dedicated-electric-vehicle https://www.prnewswire.com/news-releases/hyundai-motor-group-to-establish-first-dedicated-ev-plant-and-battery-manufacturing-facility-in-the-us-301552271.html,https://www.cnbc.com/2026/08/20/hyundai-georgia-metaplant-us-production.html,"status_source (CNBC) proves the plant is producing but does not date first output; searched and cited WTOC (Oct 3, 2024 first IONIQ 5 off the line) in actual_date_source. CNBC page 403'd to WebFetch; read via curl with browser user agent.",https://www.prnewswire.com/news-releases/hyundai-motor-group-to-establish-first-dedicated-ev-plant-and-battery-manufacturing-facility-in-the-us-301552271.html,2022-05-15,2025-04-01,2024-10-03,"May 20, 2022 – At a signing ceremony today, Governor Brian P. Kemp and Hyundai Motor Group Executive Chair Euisun Chung announced that Hyundai Motor Group will open its first fully dedicated electric vehicle (EV) and battery manufacturing facility in the State of Georgia.","The new facility will break ground in early 2023 and is expected to begin commercial production in the first half of 2025 with an annual capacity of 300,000 units.","An employee-focused event was held on Oct. 3, 2024 to celebrate the first IONIQ 5 to roll off the line.",https://www.wtoc.com/2024/10/04/hyundai-produces-first-vehicle-ioniq-5-bryan-co-metaplant/,US,1B-or-2000-jobs
18,2026-09-10T04:02:19Z,18,First Solar Louisiana Manufacturing Facility (Iberia Parish),Solar,LA,2023-08,1100000000,700,2026 (first half),2025-07,OPERATIONAL; ramping toward 3.5 GW annual capacity,1.9,-0.7,P,"Series 7 PV module facility near Acadiana Regional Airport; ~2.4M sq ft. Started production July 2025, months ahead of the original H1 2026 target.",https://www.opportunitylouisiana.gov/news/first-solar-to-invest-up-to-1-1-billion-to-build-solar-panel-manufacturing-facility-in-acadiana-create-over-700-new-direct-jobs,https://taiyangnews.info/markets/first-solar-louisiana-factory-online,promised_date_source (businesswire) 403s to WebFetch and curl; read via https://web.archive.org/web/2023id_/<URL> snapshot.,https://www.businesswire.com/news/home/20230921973269/en/First-Solar-Breaks-Ground-on-$1.1-Billion-3.5-GW-Louisiana-Manufacturing-Facility,2023-08-15,2026-04-01,2025-07-15,"August 10, 2023","Expected to start commercial shipments by the first half of 2026, the facility is forecast to grow the company's nameplate manufacturing capacity by 3.5 gigawatts (GW)","The factory started production in July 2025, several months ahead of schedule.",,US,1B-or-2000-jobs
19,2026-09-10T04:04:11Z,19,Panasonic Energy Kansas Battery Factory (De Soto),Battery,KS,2022-07,4000000000,4000,unconfirmed,2025-07,"PRODUCING; ramp to full capacity delayed; four production lines operating, ~1,800 employees, second wing under construction",3.0,-3.0,P,"Original 2022 announcement: up to $4B, up to 4,000 jobs, ~32 GWh EV lithium-ion cells in De Soto, Johnson County, KS. Mass production of 2170 cells began per Panasonic release dated July 14, 2025; Kansas Reflector (June 17, 2026) reports plant opened July 2025, four lines operating, ~1,800 of 4,000 projected employees, ramp delayed, second wing expected operational 2027. Received ~$830M in Kansas tax credits. Company is pivoting part of operations to data-center batteries (part of a ~$2.18B global investment; first data-center cells anticipated mid-to-late 2028 or early 2029) - a later, separate product line, not first output; these later investment figures are not summed into promised_capital_usd.",https://www.kansascommerce.gov/2022/07/kansas-lands-4b-4000-job-panasonic-energy-electric-vehicle-battery-plant/,https://kansasreflector.com/2026/06/17/panasonic-to-shift-some-kansas-production-lines-to-make-ai-data-center-batteries/,"No source among the lead's links states a promised first-output date, so promised_first_output=unconfirmed. status_source (Kansas Reflector) returned HTTP 403 to WebFetch; read via curl with a browser user agent over HTTP/1.1 (ladder step 2). Actual first output (mass production of 2170 cells, July 2025) dated from the Panasonic release, cited in actual_date_source.",,2022-07-15,,2025-07-15,"Kansas Lands $4B, 4,000-Job Panasonic Energy Electric Vehicle Battery Plant (Kansas Department of Commerce, published July 13, 2022)",unconfirmed,"Panasonic Energy has also begun mass production of 2170 cells at the second North American facility, the Kansas Factory",https://na.panasonic.com/news/panasonic-energy-begins-mass-production-at-new-automotive-lithium-ion-battery-factory-in-kansas-aiming-for-annual-capacity-of-32-gwh-to-accelerate-us-local-production,US,1B-or-2000-jobs
20,2026-09-10T04:06:19Z,20,Fujifilm Diosynth Biotechnologies Holly Springs,Pharmaceuticals,NC,2021-03,2000000000,725,2025 (first half),unconfirmed,"PHASE 1 OPENED (Sep 2025); 8 x 20,000L bioreactors for drug substance/product; finished-goods capabilities slated for 2026",-4.0,-4.0,P,"Original announcement (Mar 18, 2021): $2B / 725 jobs (by end of 2028). Contract Pharma (Sep 24, 2025) reports the site now cited at $3.2B, with a Phase 2 expansion announced in 2024 doubling capacity to 16 x 20,000L bioreactors; these later figures are re-announcements/expansions and are not summed into promised_capital_usd per re-announcement discipline.",https://www.prnewswire.com/news-releases/fujifilm-selects-north-carolina-as-the-location-to-build-the-largest-cell-culture-biopharmaceutical-cdmo-facility-in-north-america-301250547.html,https://www.contractpharma.com/breaking-news/fujifilm-opens-new-manufacturing-site-in-holly-springs-nc/,"status_source (Contract Pharma, Sep 24, 2025) reports the site 'has opened' but neither source dates commercial first output/first batch; 'opened' is not production, so actual_first_output left unconfirmed. status_source required browser-UA HTTP/1.1 curl (WebFetch 403'd). The lead's promised_date_source (fujifilm.com groundbreaking page) 403'd to both WebFetch and browser-UA curl and could not be read; promised date is taken from promise_source ('operational by spring 2025').",,2021-03-15,2025-04-01,,"TOKYO , March 18, 2021 /PRNewswire/ -- FUJIFILM Corporation (President: Kenji Sukeno ) has announced the selection of Holly Springs, North Carolina as the location for its new large-scale cell culture production site in the United States .",The facility is expected to be operational by spring 2025.,"Fujifilm Biotechnologies has opened its new manufacturing site in Holly Springs, North Carolina, which now represents one of the largest commercial-scale cell culture biomanufacturing sites in North America.",,US,1B-or-2000-jobs
